"","sub","lib_size","median_rho","quantile_rho_5","quantile_rho_95","median_rho_ran","quantile_rho_5_ran","quantile_rho_95_ran"
"70","viking",23,0.213028766658235,-0.037436535585126,0.38059859073918,0.158689871632599,-0.162336304340522,0.406370804897745
"71","viking",24,0.20941230912493,-0.0338165460762682,0.375823006573499,0.163794264282155,-0.143075786674753,0.40898184278196
"72","viking",25,0.2146506141699,-0.0293260595900556,0.377653962596821,0.165721584815414,-0.153511858042703,0.414748281676732
"73","viking",26,0.219907136875079,-0.0185523626999035,0.381228520452846,0.168319217020201,-0.143376391865264,0.420427077506395
"74","viking",27,0.223288276737013,-0.00785048430719184,0.384191223433032,0.1691400857453,-0.142981252615167,0.414485261873846
"75","viking",28,0.22167809748814,-0.00415369584709753,0.381228965642784,0.172387632148847,-0.137955982790958,0.419579472289752
"76","viking",29,0.223316409758711,-0.00460682733224203,0.380456250258623,0.174770660653039,-0.139712052055132,0.418549897015675
"77","viking",30,0.229696746745844,0.0119938541002176,0.38214203754443,0.179446533099441,-0.142198353740024,0.413800776199225
"78","viking",31,0.229068756669834,0.0113383577260404,0.3845379973572,0.17307857442103,-0.124796514064473,0.416239139793628
"79","viking",32,0.233578908402111,0.0111828341654854,0.384895088011913,0.1722716711192,-0.131099528817116,0.42394791238617
"80","viking",33,0.230342870990751,0.0216955032566052,0.381963706937622,0.173117803851184,-0.133414835996392,0.417021745658487
"81","viking",34,0.228851440608618,0.0202643397554361,0.384078645461887,0.17223289477339,-0.123055835979421,0.415816748714341
"82","viking",35,0.236321065515613,0.0321036215404311,0.385713462591721,0.174690346844267,-0.123596529738275,0.422971861119176
"83","viking",36,0.234515047112185,0.0274765715467352,0.386411826307083,0.17344001418817,-0.13106328861488,0.418046149135318
"84","viking",37,0.238782265630036,0.0361445080964933,0.386129863005982,0.177615533386297,-0.115391074875293,0.421521262604255
