"subarea","time","variable","j0","a1","a2","a3","a4","a5","a6","a7"
1,3,7,0.00239101781902844,-0.0957068490356863,-0.0160547453066029,0.0583805568428215,0.148291704673102,0,0.66355645900383,0.263827632494594
1,4,1,-0.000818130955307712,-0.904163884689441,0.609018679443884,0,0.3034433605071,0,1.20223402492326,0
1,4,2,-0.0372485812133078,0.984679407443233,2.50404664311092e-05,0,-0.00997002019477798,-0.0467414561008105,0,0
1,4,3,-0.011830309030885,0,0.91382191874351,0.0288346290669863,0,0,0,0
1,4,4,-0.0133614902255043,0.0627365129070414,0,0.674752310136285,-0.0147763040688507,0.116862951853027,0,0.131956711478319
1,4,5,-0.00950050905566795,0,-0.0783083785533543,0,0.934675146232621,0.0696717166819444,0,0
1,4,6,-0.00158678754145298,0,0,0,0,0.930022026400878,0.0733520231222447,0
1,4,7,0.00282493655981496,-0.0408210080300083,0,0,0.10914219519529,0,0.536066554350213,0.375792300707265
1,5,1,-0.000806778457739915,-0.11996588731418,0.298910346797733,0.0888271391862571,0,0,0.0907770138019251,0.164244993603095
1,5,2,-0.0370158819360136,0.959119594234073,-0.0301665966334165,0,-0.00413598721038836,-0.0143778497915804,0,0
1,5,3,-0.0122762048018439,0,0.746733331523403,0.0662305475040007,0,0,0.0981240526569938,0
1,5,4,-0.00663791211312639,0,-0.0300712639875463,0.779059462161849,-0.00845076678093235,0,0,0.0243330968075233
1,5,5,-0.00463813301549664,0,0,0,0.776371009460454,0.145708871694185,0,0
1,5,6,-0.0111640468588035,0,0,0,0,0.914702344157418,0.0616063519593829,0
1,5,7,0.00515676950626347,0,0,0,0.0727823888552628,0,0.620393663540933,0.346699714078832
1,6,1,-0.00278283786406492,-0.858605141822024,0.395919085214201,1.27697229916076,0,0.352235710961861,0.161141383655424,0
1,6,2,-0.0347803903073687,0.98557693068914,-0.0138276782572991,0,0,-0.0143495354855312,0,0
1,6,3,-0.0126828147450789,0,0.814445287692286,-0.0646852408917097,0,0,0.174529632104382,0
1,6,4,-0.011038418027967,0.0914490602468434,0,0.640866273545075,0.154058859634974,0.115749695259597,0,0
1,6,5,-0.0149059275911148,0,0,0,0.877590014109323,0.0354278703401133,0,0
1,6,6,-0.0133236386542318,0,0,0,0,0.890457457321738,0.0840281568543116,0
1,6,7,-4.21396644925132e-05,-0.0618376134603276,-0.0143090664554415,0,0.163985039736092,0,0.645344844204642,0.27358967823223
1,7,1,0.0049192258473988,-0.120186637369645,0,0,0,0,0,0
1,7,2,-0.0360640492666633,0.998076792193494,0.0151303800330271,-0.00132259102538436,-0.0368115033469973,-0.0365354518123099,-0.0192382622701992,0.015289820185449
1,7,3,-0.00995520570508437,0,0.846621545174542,-0.0035858014465742,0,0,0.162232668423493,0
1,7,4,-0.00613183022754072,0,-0.0685537372884504,0.76446495865574,-0.025790101295252,0,0,0.130787905180702
1,7,5,-0.00570832414365845,-0.0954477183641919,-0.137820626916265,0,0.925611260039212,0.143483081804272,0,0
1,7,6,-0.00638245327407515,0,0,0,0,0.897607211064646,0.0768448847826061,0
1,7,7,0.00223853557493269,-0.099802758989366,-0.0343921583137632,0.0574186348123069,0.156006061339849,0,0.674646888690299,0.270828194374552
1,8,1,0.00199781167256436,0.357208580767197,0.122132403805637,0.261554958603604,-0.012855558796892,-0.125899445474142,0.0653337391604903,0
1,8,2,-0.0328273452430461,0.978698395064702,-0.00852780253117527,0,0,0,0,0
1,8,3,-0.00413796660369367,0,0.775025818691439,0.0368054183001411,0,0,0.094380710270592,0
1,8,4,0.00201195557526981,0,-0.122283155194023,0.922193316651549,0.084669105673959,0,0,0
1,8,5,-0.00738493167949297,0,0,0,0.872286013995629,0.0937706126953553,0,0
1,8,6,-0.00325719803426339,0,0,0,0,0.909140442342201,0.0730665413768056,0
1,8,7,0.00303032546381862,-0.0883640058454176,-0.0177065838522725,0.0454482477888258,0.134532736554997,0,0.633700350500059,0.324361114036654
1,9,1,-0.00781234291695646,-0.48807389650079,0.647576172205686,0.885722687056808,0,0.736611152182072,0,0
1,9,2,-0.0334285212784345,0.98485563682563,-0.00766813636988409,0,0,0,0,0
1,9,3,0.00180710558995401,0,0.882824422233351,-0.0128064609853343,0,0,0.126609524449991,0
1,9,4,0.00476842767379396,0.00634185304775896,0,0.633226142018274,0.185751423417285,0,0.201661070934425,0.0184781890847195
1,9,5,-0.0123338390738725,-0.0647016829399957,-0.10768110669809,0,0.928662993413766,0.0744913219075552,0,0
1,9,6,-0.0042070323745648,0,0,0,0,0.899887701468687,0.0762813516102766,0
1,9,7,0.00602973383828573,-0.0758076550812374,0,0.0416005877654975,0.131660769521998,0,0.713375887919146,0.269960598651197
1,10,1,-0.00443995796625901,-0.288625449959818,0.0743533690888969,0.160276571345117,-0.0223869079354447,0.184742129610403,0,0.0959022521492965
1,10,2,-0.0352884054817776,0.969404393040106,-0.0127812818969633,0,0,0,0,0
1,10,3,-0.012594249762484,-0.0744411877068543,0.84811501210645,0.0350324833962656,0,0,0.137313707734279,0
1,10,4,0.00110591235365091,-0.145322550497627,-0.0968595436193485,0.930485541529059,0.0362936734869409,0.0968432960457195,0.0858399828426271,0
1,10,5,0.000232988071683246,-0.124083995814763,-0.1270911975745,0,0.934474700976749,0.164644025319477,0,0
1,10,6,-0.00881131214840546,0,0,0,0,0.89884502262857,0.065353442931784,0
1,10,7,0.00665548319775387,-0.0419668884808491,0,0,0.0946423667959316,0,0.685602568885985,0.336061469736054
1,11,1,-0.00748570935505436,0.118101001655249,-0.0405734798409354,0.107253018314132,0.0235831698143701,0.0273508220107427,0.154841259596006,0.098640115041625
1,11,2,-0.0358524502084553,0.974155022282091,-0.0217661675242089,0,0,0,0,0
1,11,3,-0.00355596578909484,0,0.746534560949634,0.0293765004903555,0,0,0.154069243811807,0
1,11,4,0.00797293287938042,0,0,0.869542007231312,0.143330923613591,0,0,0
1,11,5,-0.0117159027178339,-0.116136188438047,-0.158150215029723,0,0.971292534536467,0.110046805931528,0,0
1,11,6,-0.00439254496192791,0,0,0,0,0.894672745425731,0.0802330585635058,0
1,11,7,0.0048313226869905,-0.0413186290489674,0,0,0.0665215159449186,0,0.69901071179114,0.349220209673998
1,12,1,0.00136658923955007,-0.195231582104309,0,0,0,1.29667863452739e-17,0,0
1,12,2,-0.0344149455518288,0.963068964857543,-0.020116785715816,0,0,0,0,0
1,12,3,-0.00407301078839174,-0.0807334716665897,0.892912971281834,-0.0666039634347321,0,0,0.260482769006246,0
1,12,4,-0.00626633361140406,0,0,0.550360248615866,0.159399526911166,0.107175526299582,0.0502676083950591,0.119578198148066
1,12,5,-0.00317203631024045,-0.131105088482521,-0.107127905923518,0,0.949965820756658,0.140824166333546,0,0
1,12,6,-0.0057805806362184,0,0,0,0,0.896718746068378,0.072599898544857,0
1,12,7,0.00590379016689796,-0.0725526728741185,0,0,0.104057814628001,0,0.722402376074573,0.334347750890596
1,13,1,-0.00213693720302015,-0.0576230111308219,0.819522811778224,0,0,0,0,0
1,13,2,-0.0343561590695025,0.958163039616879,-0.0140958475400547,0,0,0,0,0
1,13,3,-0.00663123053923604,0,0.757054686548964,0.0532687201943226,0,0,0.149502503878186,0
1,13,4,-0.000953884831735156,-0.10381827521216,-0.0598217892522694,0.910376693552491,0.0982055053194731,0,0,0
1,13,5,-0.00123165829779467,-0.116895000508589,-0.13423084745464,0,0.938698147765042,0.163153097934632,0,0
1,13,6,-0.00341582985223175,0,0,0,0,0.894740568836058,0.078541062889664,0
1,13,7,0.0064846776080946,-0.048822104420567,0,0.01916897157828,0.0803548854946959,0,0.678919516875483,0.354824017290514
1,14,1,0.00607432502922503,0.0249095058680199,0,0.472991519704269,0,0,0.370402267632731,0.408381809927269
1,14,2,-0.0333592283085609,0.981554188910423,-0.0083663312845115,0,0,0,0,0
1,14,3,0.00358105111489817,0,0.851402693587064,0.0152922401462838,0,0,0.155568551809168,0
1,14,4,0.000836746437180885,0,0,0.688654740106829,0.235238862544467,0.0974390504393142,0.0502837662609283,0
1,14,5,-0.00608542623249704,-0.0659034136519323,-0.10072051688457,0,0.934637779375332,0.0939201762832031,0,0
1,14,6,-0.000190705459297204,0,0,0,0,0.91546501443576,0.0632262540805516,0
1,14,7,0.00652912272589962,0,0,0,0.0326134725332786,0,0.698259109953635,0.361107149133508
1,15,1,0.00159078423498567,-0.0708390460433051,0,0,0,0,0,0
1,15,2,-0.033372841563731,0.984126269516108,-0.0087716623199908,0,0,-0.0152617491073862,0,0
1,15,3,-0.0070729192305741,0,0.862816433270633,-0.00128525789464363,0,0,0.113331520737221,0
1,15,4,-0.000575704276008456,0,-0.0475769934639076,0.78270235513571,0.0312569656355371,0.0719559717276116,0.114448749578566,0
1,15,5,-0.000735352415813392,-0.0871159497816399,-0.126081804670762,0,0.927140561807916,0.152619546425627,0,0
1,15,6,-0.00565665046544911,0,0,0,0,0.892071183198124,0.0706804464547292,0
1,15,7,0.00936251110663212,0,0,0,0.0454205930636961,0,0.733003912753591,0.324629074027402
1,16,1,0.0036912642656273,0.779873293237378,0.34991418675663,0,0,0,0,0
1,16,2,-0.0339310860832136,0.998760119245062,0.00194043927426533,0,-0.0185455400053102,-0.0214263108906877,0,0
1,16,3,-0.00472618753592584,0,0.743583166279698,0.0424655944584517,0,0,0.129286719033541,0
1,16,4,0.0103574373515071,0,0,0.886416629102846,0.10828552065709,0,0,0
1,16,5,-0.00488759482757999,-0.0963331263669875,-0.0915362294244634,0,0.921884352855819,0.115520926930323,0,0
1,16,6,0.00159981856717272,0,0,0,0,0.899626207434536,0.068506354917466,0
1,16,7,0.00490316637752616,-0.0348874700095245,0,0.0113577726582883,0.0521688593493975,0,0.677194604998607,0.366075822996734
1,17,1,0.00396823792469645,-0.0617405478673956,0.200976819557991,0.443756345592828,-0.0163927696624771,0.428652710132674,0.1566950140858,0
1,17,2,-0.0322080097875516,0.990338263972097,-0.00128588067240546,0,0,0,0,0
1,17,3,0.000674998114501765,0,0.9326012017619,-0.0114205178272399,0,0,0.0972682899251928,0
1,17,4,0.00113029783807336,0,0,0.747229076678253,0.243873538617964,0,0,0
1,17,5,-0.00289334393883749,-0.09849361798785,-0.0986705160925264,0,0.925952836623346,0.111997170735035,0,0
1,17,6,-0.00337532638724267,0,0,0,0,0.892554874067545,0.0685469845020371,0
1,17,7,0.00905717422199302,-0.0561660687267295,0,0.0260234801020087,0.0896486327191823,0,0.700540029601021,0.338892448926736
1,18,1,-0.0161235045168335,0.0853721069828644,0.0249418645907115,0.0654207604836052,0.129347077431892,0.095752415168791,0,0
1,18,2,-0.0361927156586962,1.00390883741627,0.0226081820539418,0,-0.0296505658056393,0,0,0
1,18,3,-0.0106348876918729,0,0.912513605769618,0.0461714097510167,0,0,0,0
1,18,4,0.00451213694820451,-0.0895489005779979,-0.0581727526315128,0.865835551954063,0.111140340668522,0,0.108803648953666,0
1,18,5,0.0043474574147099,-0.125806595104806,-0.134439872252083,0,0.959842162753346,0.124263755605473,0,0
1,18,6,-0.00314857433416502,0,0,0,0,0.888164105132975,0.0682293122796325,0
1,18,7,0.0127628068471341,-0.0239116425836793,0,0,0.0497438207968921,0,0.704841495655121,0.380766446586345
1,19,1,0.00295058850045059,0.889624091195446,0.013754271762172,0,0,0,0,0.053906156261322
1,19,2,-0.0333949983653658,0.998634654148674,0.000889817264323788,0,0,0,0,0
1,19,3,0.00217234959988247,0,0.958696722983233,0.0403001281018988,0,0,0,0
1,19,4,0.0193350805849839,0,0,0.868102689653764,0.14940201347565,0,0,0
1,19,5,-0.00566414540019554,-0.0811353676335704,-0.103431875828928,0,0.919536701428639,0.120447976279126,0,0
1,19,6,-0.00241494497145373,0,0,0,0,0.895101101386304,0.065527157595496,0
1,19,7,0.00873093901546007,0,0,0,0,0,0.694300092899431,0.408568924834349
1,20,1,-0.0108524188777277,0.514858742385232,0,0,0,0,-6.7803668232907e-18,0
1,20,2,-0.0315687914800145,0.996762537577408,0.00907033451031657,0,0,0,0,0
1,20,3,0.0189630585952497,0,0.9786286148744,-0.0326747334101004,0,0,0.148143676870608,0
1,20,4,0.0213923810572988,0,0,0.727132658857362,0.16201961057309,0,0.115571357094426,0
1,20,5,0.00172512989468085,-0.106773964737629,-0.0862761545089934,0,0.923675485993606,0.129352641512122,0,0
1,20,6,-0.00477675314621541,0,0,0,0,0.891939567322606,0.0694023901188065,0
1,20,7,0.00995546641801542,0,0,0,0,0,0.732844105832571,0.378075595814427
1,21,1,-0.0208031533282947,-0.118252643679982,-0.309112456058298,0,0,0.0322094712523777,0.535191115694832,0
1,21,2,-0.0323331107191286,0.997175215311945,0.00676309658555142,0,0,0,0,0
1,21,3,0.00493389103140271,0,1.00164126378697,0.0425852515919358,0,0,0,0
1,21,4,0.0255296260210634,0,0,0.922494998212458,0.145862470277735,0,0,0
1,21,5,0.00588113982379336,-0.121037575000779,-0.0945839718163206,0,0.930971716163394,0.137137963517113,0,0
1,21,6,-0.00321924770817672,0,0,0,0,0.891965352159311,0.0703696426577873,0
1,21,7,0.0103371312690745,0,0,0,0,0,0.710393915157785,0.406507997252729
1,22,1,-0.00774000653074268,0.683873577500511,0,0,0,0,0,0
1,22,2,-0.0312696442794091,0.997863827944498,0.00745052795562492,0,-0.00849764657208945,0,0,0
1,22,3,0.0116208106673808,0,0.99194122921934,-0.00388558119020992,0,0.103299527556277,0,0
1,22,4,0.017666224136856,0,0,0.839563002360806,0.170876128664564,0,0,0
1,22,5,0.00203821050383302,-0.0914232180523813,-0.105193886197241,0,0.912763486874545,0.143702455468678,0,0
1,22,6,-0.00294986063506869,0,0,0,0,0.894163311450784,0.0690305671014668,0
1,22,7,0.00923476126898717,0,0,0,0,0,0.717062764341975,0.397703339563376
1,23,1,-0.00923312975628617,0.46726192347033,0.0972786738422643,0.0824071130865545,0.0944761526072262,0.0885168041175648,0.0151393152080741,0
1,23,2,-0.0305231477444624,0.994937968458153,0.00548704410419714,0,0,0,0,0
1,23,3,0.00783755293699717,0,1.04233546470142,0.0366160851064909,0,0,0,0
1,23,4,0.0176981652756953,0,0,0.859619355333354,0.165053290178423,0,0,0
1,23,5,0.00161998402949509,-0.0968676137868089,-0.0817990124030944,0,0.910586366323569,0.13658362755649,0,0
1,23,6,-0.00449285765614091,0,0,0,0,0.893973672410636,0.0688212917174078,0
1,23,7,0.00912898619479802,0,0,0,0,0,0.722651106959702,0.396388538044873
1,24,1,-0.00875137870074319,0.240768372784245,0,0.0336217050765253,-0.0416898868597721,0.461164973700373,0.0847675987282758,-0.300430009936127
1,24,2,-0.031850966599335,0.991710503794491,0.000280371541940516,0,0,0,0,0
1,24,3,0.00819401629653418,0,1.04925116530839,0.0336461640554986,0,0.00295636837393115,0,0
1,24,4,0.0170093148927402,0,0,0.852028206171748,0.182280033948911,0,0,0
1,24,5,0.000491332491063368,-0.0969008997197185,-0.0686363493950784,0,0.920781902930669,0.140788338964709,0,0
1,24,6,-0.00417348928486477,0,0,0,0,0.895227112621428,0.0722290376749569,0
1,24,7,0.00900454474556012,0,0,0,0,0,0.717224847666019,0.401043311126709
1,25,1,-0.0150682039885692,-0.0849626666680195,0,0,0,0,0.42465302757475,0
1,25,2,-0.0315171650980743,0.985756601352332,0.00236439961936016,0,0,0,0,0
1,25,3,-0.0029946694971798,0,0.910453283165595,0.063962684882973,0,0,0,0
1,25,4,0.0180914847921683,0,0,0.871875834454288,0.15031082011685,0,0,0
1,25,5,0.0013976926789908,-0.0865678389784767,-0.101363630491573,0,0.920130947142709,0.156763754885655,0,0
1,25,6,-0.00452458101228995,0,0,0,0,0.895560362168943,0.0751920940054761,0
1,25,7,0.00901264308912153,0,0,0,0,0,0.718417370638948,0.399220222485996
1,26,1,-0.00530352063623623,0.782744808981664,0,0,5.78084045467439e-18,0,0,0
1,26,2,-0.0315048859574662,0.994322173881467,0.00486097249567394,0,-0.0059825864013851,0,0,0
1,26,3,0.0126185616084143,0,0.97077464354148,-0.0226350839172299,0,0.015081741323424,0.109541909141927,0
1,26,4,0.0153804053616785,0,0,0.738399742006267,0.262502782344446,0,0,0
1,26,5,0.0021537929321994,-0.0900837918608637,-0.0724653337600608,0,0.918388289962115,0.130511753483187,0,0
1,26,6,-0.00283097309634404,0,0,0,0,0.893685843668808,0.0709315091106204,0
1,26,7,0.00901109311554765,0,0,0,0,0,0.715493388629728,0.402345679407908
1,27,1,-0.00948489867716153,-0.228978046980093,-0.00764120321034026,0,0,0.303761318633991,0.41683452295631,0
1,27,2,-0.0321887800469713,0.992626763389745,0.00575017961028845,0,0,0,0,0
1,27,3,0.00490670861699571,0,0.929582140647396,0.0184717558632846,0,0.0642856532596978,0.0651368715053849,0
1,27,4,0.0247562503612684,0,0,0.921672647471506,0.155887855942769,0,0,0
1,27,5,0.00497072045406195,-0.104183838295945,-0.0928158580874016,0,0.908612684343487,0.183950864834328,0,0
1,27,6,-0.00412144846076376,0,0,0,0,0.894768756498157,0.071787124223562,0
1,27,7,0.0108351529315742,0,0,0,0,0,0.719958774882701,0.396727931264538
1,28,1,0.00191274494679515,0.872172715584846,3.96108987106746e-18,0,0,0,0,0
1,28,2,-0.0359268488495735,0.988118748378646,0.0044813141821321,0,0,0,0,0
1,28,3,0.00566528908215816,0,1.01178802589502,0.0489269270016624,0,0,0,0
1,28,4,0.0191484022398355,0,0,0.857701306988245,0.163249054774162,0,0,0
1,28,5,-0.0020314513017404,-0.0910629243290092,-0.10259343792883,0,0.9506883597593,0.120460116416387,0,0
1,28,6,-0.00305069101217526,0,0,0,0,0.89519547848437,0.0743597004876775,0
1,28,7,0.00978746997917576,0,0,0,0,0,0.717380144646907,0.397489985771564
1,29,1,-0.00421131108192924,0.923568777749396,0,0,0,0,0,0
1,29,2,-0.0322232187075147,0.994355986733015,0.00212118650082253,0,0,0,0,0
1,29,3,0.00145680398333266,0,0.863123751465953,-0.0381032583626437,0,0.112801057118133,0.085084657243399,0
1,29,4,0.0199288161522982,0,0,0.808325408161119,0.241123479964353,0,0,0
1,29,5,0.00217692266593589,-0.0942616616625815,-0.0995136630485873,0,0.934684031415631,0.149039469207405,0,0
1,29,6,-0.00480472834581991,0,0,0,0,0.897654526634284,0.0688044892098213,0
1,29,7,0.00943355874292867,0,0,0,0,0,0.726070802730758,0.388653016745243
1,30,1,-0.0102614804618744,0.630216605101847,0,0,0,0,0,0
1,30,2,-0.0310725359849504,0.991436310334772,0.00286471763370808,0,0,0,0,0
1,30,3,0.0111145399502093,0,0.933448441467777,-0.050159176127001,0,0,0.194318153766419,0
1,30,4,0.0204691570599552,-0.247722602353674,-0.100540400176513,0.757900562657366,0.122009777409512,0,0.483651483990501,0
1,30,5,0.00499075649920287,-0.118047829505989,-0.103493470051732,0,0.938327569700662,0.164209918472885,0,0
1,30,6,-0.00285147980195444,0,0,0,0,0.89688085267037,0.071084848951206,0
1,30,7,0.0107067251875371,0,0,0,0,0,0.710684274364567,0.405391112913179
1,31,1,-0.00779430237038419,0.921824576486954,0,0.0099306018570521,0,0,0,0.0163563605450345
1,31,2,-0.0317661742421917,0.990540395118518,0.00285925494976075,0,0,0,0,0
1,31,3,-0.000492067176615124,0,0.892624730449137,0.0260361706900414,0,0,0.116050882814427,0
1,31,4,0.0135493681995076,-0.202373135272328,-0.0903753538511615,0.934895039419553,0.139238711459965,0,0.153568543563266,0
1,31,5,0.000567500681396962,-0.114929661451518,-0.120846341397983,0,0.952095949062153,0.152589791942594,0,0
1,31,6,-0.00184732978223681,0,0,0,0,0.900473746357381,0.0691095241647048,0
1,31,7,0.0109222406153733,0,0,0,0,0,0.705629349605044,0.408827798920896
1,32,1,-0.00143399359534578,0.341240009321483,0.246078910573804,0,-0.107885234523909,-0.293931654620242,0,0
1,32,2,-0.0363472449349327,0.992913486872673,0.00869891315483844,0,0,-0.0232004532247867,0,0
1,32,3,0.00399186430080198,-0.0374937471667966,0.940981692832443,-0.00498954664221853,0,0,0.12261350785,0
1,32,4,0.0272221098953586,0,0,0.923466886096577,0.153813600302042,0,0,0
1,32,5,-0.00811399614637921,-0.0586702373011701,-0.098322494637182,0,0.966823101443958,0.0529924681240581,0,0
1,32,6,-0.0132061708541667,0,0,0,0,0.874122729433922,0.0821997319506562,0
1,32,7,0.00457844621015228,0,0,0,0.0500433530927091,0,0.671032001572021,0.374479080772629
1,33,1,-0.00627421816154513,0.496299383769163,0,0,0,0,0,0
1,33,2,-0.0325402050446158,0.987550347978859,-0.00533898444176662,0,0,0,0,0
1,33,3,-0.00880171234223089,0,0.903276198356113,0.00472704011179698,0,0,0,0
1,33,4,0.00631428132770587,-0.0737278882298118,-0.121079939178704,0.921393973608284,0.192116252065634,0,0,0
1,33,5,0.00219897029064246,-0.120334350135862,-0.127239424202537,0,0.963300667537145,0.139147919868996,0,0
1,33,6,-0.00834592877223549,0,0,0,0,0.906638353168541,0.0615769454623501,0
1,33,7,-0.00190067601675633,0,0,0,0.103282201314065,0,0.586680845155254,0.354106310649876
1,34,1,0.000815642209366795,0.974954781737109,0,0,-0.0038011125819918,0,0,0
1,34,2,-0.0315166911211021,0.989356571824085,0.000600507653491542,0,0,0,0,0
1,34,3,-0.00469281675237929,0,0.892815303915924,-0.0325650785812225,0,0,0.14235794200018,0
1,34,4,0.000307179586083261,-0.141126568843613,-0.0877275476358543,0.89883915275835,0.136439322394383,0,0,0
1,34,5,-0.00146233911046905,-0.0689223485012041,-0.107783849189214,0,0.920082024422673,0.153515454152685,0,0
1,34,6,-0.00542913458287346,0,0,0,0,0.900491398167985,0.0715392813336355,0
1,34,7,0.00205973462468472,-0.0326694353620728,0,0,0.101961078369749,0,0.658348305847336,0.314201450898739
1,35,1,0.00225912430369794,0.22272401555892,0.199603329710858,0.668932900793123,0,0,0,0.0838230460030894
1,35,2,-0.0280282044997249,0.995628186595812,-0.0110791999398246,0,0,0,0,0
1,35,3,-0.00661412452331767,0,0.917013129619365,0.0318195872785982,0,0,0,0
1,35,4,0.00301638646874235,-0.21128494909782,-0.148701771384578,0.962594577417525,0.148583423837215,0,0,0
1,35,5,0.0062506196976608,0,-0.16391805322424,0,1.07109298907201,0.25267684094399,0,-0.16207608595722
1,35,6,0.00529743180733302,0,0,0,0,0.952550254411049,0.0518704438001403,0
1,35,7,0.00165358990014274,-0.0429786657166247,0,0.0262358869040923,0.112048393393797,0,0.628460301147518,0.315712597830878
1,36,1,-0.00286540139323339,0.434986456182048,0,0,0,0,0,0
1,36,2,-0.0312076268660049,0.985348346084457,-0.0042585210805885,0,0,0,0,0
1,36,3,-0.00106191674390496,0,0.814838215177928,-0.0157277780190463,0,0,0.141483928088122,0
1,36,4,0.0200679730650708,-0.189116454816918,-0.0666581008735488,0.820112365387298,0.0990811260270044,0,0.277523224338424,0
1,36,5,-0.00599745602532281,-0.00336352782064591,-0.0592322807884806,0,0.872685515585812,0.0888426094267995,0,0
1,36,6,0.00817254938696246,0,0,0,0,0.915845520754338,0.0995103731904802,0
1,36,7,0.0102940336669195,-0.080209318010208,-0.0154772431984789,0,0.0851763047649534,0,0.70538380135428,0.33394918071192
1,37,1,-0.00133074727219854,0.608643659818907,0,0,0,0,0,0
1,37,2,-0.0317729163114883,0.991291035053597,-0.00247825053294539,0,0,0,0,0
1,37,3,0.000822269808686396,0,0.983357378978096,0.00512790700712597,0,0,0,0
1,37,4,0.0116383228442929,0,0,0.817731021110025,0.186445159934007,0,0,0
1,37,5,-0.00325917732114491,-0.100209366212323,-0.104141674607158,0,0.927944313690864,0.109112310508113,0,0
1,37,6,-0.00512865025280032,0,0,0,0,0.897691152307383,0.0644270288550915,0
1,37,7,0.00801208298874112,-0.0286578339721803,0,0,0.0671791414510538,0,0.642657783015948,0.379480957489291
1,38,1,-0.0234572629004374,0.350577769972979,0,0,0,0.0138153099930762,0.0574695346867314,0
1,38,2,-0.031318264638549,0.992629500086205,0.00128200050355598,0,0,0,0,0
1,38,3,-0.00591753002101479,0,0.942193996628014,0.0639691079410299,0,0,0,0
1,38,4,0.0196309370800842,-0.0735997197321706,0,1.00779571721955,0.115639457386389,0,0,0
1,38,5,-0.0014170250249447,-0.115863290530968,-0.106289381799557,0,0.924806451487735,0.158311646415575,0,0
1,38,6,-0.00641640958792283,0,0,0,0,0.895246955744814,0.0661861466452275,0
1,38,7,0.00659563173715527,-0.0196998472082562,0,0.0337692254575635,0.0648105461828347,0.0366823260216208,0.675158806752565,0.329940524589173
1,39,1,-0.00100299417378709,0.946689088131592,0,0,0,0,0,0
1,39,2,-0.0326552988290812,0.991775368665691,0.0053600219785462,0,0,0,0,0
1,39,3,0.00541725110406989,0,0.924015288962051,-0.04877123532317,0,0,0.179647876336775,0
1,39,4,0.0181581747558186,0,0,0.861611464586592,0.199850909512477,0,0,0
1,39,5,-0.00459696589597533,-0.0926538904767981,-0.0947990395515141,0,0.954865283196157,0.106666917917547,0,0
1,39,6,-0.00725505447013215,0,0,0,0,0.892600072849757,0.0813497346403763,0
1,39,7,0.00799711367460965,-0.0268244944043282,0,0,0.0945353803888656,0,0.736161141137548,0.318680132622164
1,40,1,-0.00836787704395186,0.628610841173866,0,0,0,0,0,0
1,40,2,-0.0319241523578653,0.989834087249984,0.00742039133346369,0,0,0,0,0
1,40,3,0.00701589901265928,0,0.990225573572709,-0.0154084287488895,0,0,0.0467578983368549,0
1,40,4,0.0208310521657386,0,0,0.918057271825567,0.160639845565226,0,0,0
1,40,5,-0.000366080669947158,-0.104999507611889,-0.0884454937438564,0,0.91551086320132,0.167626523338732,0,0
1,40,6,-0.0106055148759067,0,0,0,0,0.909852983452045,0.0563724456113771,0
